,sentiment,tweet
4725,0,ordered new computer unfortunately get end June
4726,0,two dozen roses sent overnight delivered morning just found recipient town sad
4727,1,hate left one slice bread left bag half sandwich
4728,1,i get drive dad airport fly Vegas sop i go Vegas
4729,0,holidays sew boring
4730,0,ow printed new i badge thinning work ow picture i took many ugly
4731,1,say goodbye two best interns elevate ever
4732,0,geographies next i hate it
4733,0,is wondering ankle ever stop hurting
4734,0,i guess soul searching time since home alone talking
4735,0,well anyway managing cos musical talent PS horrible thing say bout rove
4736,1,two tickets Amado Miriam Tue June i cannot use anyone wants em face value should good
4737,1,this week flew want go see up sew badly weekend
4738,1,took cutest pica Andy yesterday but i used fancy SLR time upload i want
4739,0,this really hurts and really sucks i know i fix seriously
4740,0,i forgot put sunblock getting car
4741,0,i always hope die see old ones makes sad
4742,0,i go gym today i feel bad
4743,0,guessed leg healed old injuries still run though kick ball aha sometimes fell sharp pain
4744,0,yeah isn't prom Germany although school almost everywhere
4745,0,papal hates it refuses let verify account
4746,0,least bug bites legs
4747,0,commies finest you tube blogger blocked china updates us china great wall conquered
4748,0,i failing cooking lately main sad dun cook less army i need practice flour tortillas
4749,0,sounds painful sorry got hurt and may i ask happen
4750,1,leaving
4751,0,i need get back daily tweeting this hiatus sucks what also sucks gs interrupting shows airing
4752,0,god opened clouds said hate josh
4753,0,hi Frenchmen later
4754,0,well go peace corps prospects
4755,1,same well ain't man girl ob ND ain't special famous rich wish tho xx
4756,0,i cannot find you tube concert versions help
4757,1,oh great
4758,0,forgot much hate pizza delivery Panamanian Marlboro scum
4759,0,
4760,0,mfg head
4761,0,my job sucks
4762,0,so sorry i missed
4763,0,i hate i stinking tired everyday hard get i thought i supposed start getting energy back
4764,0,i think i might like twitterer better sweetie recent upgrades twitterer great none sweetie
4765,1,i DJ gigs bk fest please keep posted live dates
4766,0,busy day no time tweet bore happening weekend
4767,0,i good enough
4768,0,miss friends plan time long day work Hahn
4769,0,tired
4770,0,Michael porter haunting disgusted the five forces but i remember strategies competitive advantage
4771,0,pretty took like hour can i do urns
4772,0,fuck tony
4773,0,bummer going try make commitments afraid got way next time hopefully
4774,1,totally except cannot ride sidewalk like kids lot safe road crazy drivers
4775,1,hope find store take us
4776,0,tired sad
4777,1,shopping therapeutic bettering need financing therapy however
4778,1,looks like another sober weekend ahead
4779,0,tried edit page add name pop list please
4780,0,good
4781,0,loads whizzes happens so upset
4782,0,life suck
4783,1,glad nice gray skies rainy Wisconsin
4784,0,is waiting yet please let
4785,0,disgusted poor beautiful girl went new tires inspection sticker now repair still tires
4786,0,careless vocals
4787,0,coverage sky dish really really bad moment blocks place really annoying
4788,0,irritated i send emails receive
4789,0,my computer died
4790,0,conference call hp they gave invalid pass code i cannot attend
4791,0,the thought splitting estate depressing course kidding i like thought parents dying
4792,0,dead bored also dead poor student life piss take
4793,1,playing guitar hero let steam see rm unreliable stroked funny
4794,0,massive headache
4795,1,Friday sun working inside
4796,0,my thumping
4797,0,i hate fallout keeps making jump also low health money ammo food worry get
4798,0,so annoyed i missed Mitch Benn lemon tree damn on
4799,0,oh i crashed ball pump
4800,0,true never like never
4801,0,open office writer weird i need word open word documents correctly
4802,1,oh noes puma foodie coming apart love thing
4803,0,wish garden could BBQ tonight might set lounge BBQ type thing work straightforwardness
4804,1,rains pours true sorry i hate times
4805,0,sad day told students last year lot crying since
4806,0,Slovakian country side refreshing change compared tarmac cars i city boy need tarmac
4807,0,awe horrible
4808,0,leave forever miss much
4809,0,oh i tired
4810,1,know yet word hopeful though good stuff happening lately getting excited
4811,0,i thought i safe injections today find mom one inject vaccine help
4812,0,my poor phone kidney without cover
4813,0,according quarter families six live poverty
4814,0,think prize end so sorry hear though
4815,1,relay wanted go because nice everybody busy
4816,0,hate craving something eat go get end disappointed disgusted
4817,0,sorry i hope OK xx
4818,0,always little sad see followers i really like decide follow
4819,1,mines curly want mine straight
4820,1,just got need leave class hour
4821,0,well thats exam failed CBS gone
4822,0,gr people suck i cry animals die nature shows these people sick no hunting endangered species
4823,0,Archie Andrews what were you thinking veronica
4824,0,have hardly worked last two weeks losing weight fear losing muscle just made doc apt injured foot
4825,0,i saw load ambulances police cars car smashed roof lying road man dead sure
4826,0,according quarter families children six live poverty
4827,0,no annoying makes us girls follow sports knowledgeable look dumb
4828,0,hard time using hula you heard anyone problems uses windows vista
4829,0,i need cancel apt home washing machine repair man i so sorry
4830,1,awe boys beards i liked their manly via asylum
4831,0,sorry missed post make sure next time
4832,0,half class called retarded hurt real
4833,0,ya playing show tonight boo gonna soggy work right playing
4834,0,rip Omar Edwards killed friendly fire NYC
4835,1,i good homemade flour tortilla ages
4836,0,know wrong give one chance sens happy
4837,1,aw feel better Mandy hope getting sick at least know nurse here
4838,0,Maalox horrible poor thing
4839,0,shower then back bed so sick still
4840,0,everything annoying today
4841,0,weather sucks apish filming become maybe at least banquet tonight
4842,0,cheers mate still getting Wednesday you OK you incredibly wealthy man
4843,0,hater history rock
4844,0,hand hurts
4845,0,lucky girl i work day tomorrow maybe even Monday
4846,0,bummed gonna miss return now never know like make love
4847,0,awe mate shutter
4848,0,never arrived wait Monday
4849,0,i need cheering
4850,0,disgusted sleepy i think still sick
4851,0,nevus Williams horrible day office
4852,0,sew tired still angry missed concert
4853,0,stupid competition stuff keeps getting way but i going get words today kills
4854,0,leaving get angry teethed pulled
4855,0,wassail recovering surgery
4856,1,i still sending much tweets Philippines tour please
4857,0,gonna quit Hannah Montana believe
4858,0,waiting sun come back school called joey sore throat i want summer make lunch love to all
4859,0,grounded tonight hate stupid silent mode
4860,0,then back fucking school
4861,0,yeah yeah how heck anyway Wasatch year i bail lack expenses
4862,0,oh boy going lung day
4863,0,goal gila but last game Milan emblematic
4864,0,guess running little bit accidentally fell asleep
4865,1,got sunburn knees funny i bet sting later had dab day though kiss
4866,1,OK going outside wish playing basketball oh well
4867,0,nodded cannot send back that red ring death sucks it took weeks get mine back Microsoft
4868,0,my shut winter i miles get one
4869,0,crying real tears
4870,0,no launch today teacher changed plans watched stupid move teals
4871,1,countdown launch June oh temptingly close if lovely pewter afar away
4872,0,blow torch broken real bummer
4873,0,i near
4874,0,so yeah things going well getting feel like i felt long long time
4875,0,getting ready waiting cir picking josh movies dinner trailer perhaps back work tomorrow
4876,0,my new car already giving problems that cannot good sign
4877,0,forgot lunch one else ordering stuff boo
4878,1,great never good jump roping
4879,0,mm new sports catalog card jujitsu updates appearing
4880,0,sew tired get enough sleep
4881,0,on Monday wont able love
4882,0,going home sore eyes
4883,0,normal people consider night problem going sleep nightmares waking
4884,0,day planing work leave everything last minuet
4885,0,my died i know
4886,0,so sad going miss seeing penny wise year
4887,1,
4888,0,one estate agents next door caught singing along wham
4889,1,i guess you like den my hair cut short
4890,1,thats sew pretty mine haunt flowered years
4891,1,wow still gotten
4892,1,gangster ex girl next girl ans one Mic hold still cannot listen guess matter
4893,1,oh difficult nuts market home turf
4894,0,vie tried nothing worked think bothered sigh
4895,0,wish go but us
4896,1,i need watch star trek
4897,0,no mu tommed banker crisis shit
4898,1,well good luck twp hours time think way home fun
4899,1,dammit neither win
4900,0,you burnt sorry back front burnt
4901,0,can party tonight jig
4902,0,if i end working DC gum short list masters no started sys neg program never finished
4903,0,that link working reason
4904,0,trying get work done happy work situation
4905,0,hates moving
4906,1,officially apt learned stuff crazy neighbors used live across hall scary
4907,0,sew dropped phone text tweet currently banging face spike covered poison ivy infested wall
4908,1,oh my kindergarten teacher died Mrs collision always remembered every student ever loved lady
4909,1,fun
4910,0,mission boo
4911,0,just dropped stasis lax face book
4912,1,the chicken noodle soup i made lunch feel better burned tongue good day
4913,0,sitting decking reading psychology notes pod dog far warm
4914,0,Murray got broken
4915,1,gown come cannot deals like Houston
4916,0,regally though hate stockings
4917,0,did you go good center carps else went xx
4918,0,inc budget cuts may rise
4919,0,enjoying yummy salad missing avocado happens husband grocery shop
4920,1,really want go nets
4921,1,stapler haiku what night woo hew yeah beautiful night party oops stapler
4922,1,missing plaid bud aha damn cannot right
4923,0,finished boo mewls mind map stupid sheet hid sections back
4924,0,i killed dill plant why happen dill it great suddenly dead
4925,0,AA fly
4926,0,so booted i learned though
4927,1,time work
4928,0,traded pod brother cellphone my phone died
4929,0,degrees gorgeous and stuck library i midterm hours lame
4930,0,kinky work
4931,0,sad leaving soon
4932,0,i feel like shit because i couldn't sleep last night went sleep bk sew tired
4933,0,well i took early graduated final stage guinea pigs seriously waste time
4934,0,worst day ever and noon
4935,0,listening mended disco i still think disbanding loss metal
4936,0,my friends mocking weekend talking
4937,0,want gad straightener shipping costs pounds no deal
4938,0,fuck awake hate sickness
4939,0,pulled directions knowing go
4940,0,having real bad headache
4941,0,why
4942,0,Puccini yacc hurts just dragged long bloc piece wood from corner garage
4943,0,hope presentation went well today tweet yr campus tomorrow around lunch time onwards
4944,0,know worse coworker brewed fresh cup coffee i think bacon
4945,0,waiting time get whenever feel like
4946,0,son bitch media thing streams music home working why cannot tunes play music phone
4947,0,oh hope bad sounds
4948,0,too bad
4949,0,just found Louella Padilla well
4950,1,do tour Philippines sometime lot fans would really love
4951,1,hey love whats voice shot whats new
4952,0,trying get ear go away
4953,1,followers gosh darn good mood might BBQ later heat wave
4954,0,rip Michael
4955,0,exams near just week projects yet submitted almost failing one subjects may Allah save
4956,0,star fleet one even Romulus one like random one remember ha cannot wear lame
4957,0,in such bad mood today WATS people don tonight
4958,1,straightening hair going straight want bummer
4959,1,i feel like reboot if ox supported hibernate reboot boot camp
4960,1,i think gonna text
4961,0,last school day tomorrow funnest day ever but also really sad rig ow getting ready go moan Phil
4962,0,wow cannot even describe much back hurts going go stupid doctor
4963,0,i always miss i wont able commence foolishness fall but come fall visiting ya
4964,1,my poor heather make cheer leading squad sorry baby girl maybe next year
4965,0,Aachen Friday funeral
4966,0,bk year going you come yet
4967,0,i told Andrew get going cameo MTV movie awards he said pissing guess fight
4968,1,hope better weekend
4969,0,ii i ran problem good fix application utilities called grab works good enough
4970,0,sun making happy happy shame work tonight kiss
4971,1,on way back Dublin hit bed sleepy road back good Ole Dublin
4972,0,you good replies you falling sad face
4973,0,i feel pain mine way
4974,1,while stuck inside elk grove village working day someone enjoy
4975,0,sad wish could stay longer it last time ill see tonight better wear make
4976,0,sad day office glad Friday like get away poor lost son
4977,1,variable types going helpful margin error
4978,0,frustrating you are mood partner work disgusted
4979,0,disgusted i got to stop biting nails gr
4980,0,wishes pool
4981,0,ride med getting checked strep throat
4982,1,found six great vegan places eat relax four i cannot get without car
4983,0,sew feeling well i need get bed
4984,0,well done yet thing left Chihuahua pupa Tresa aquas Kakalina
4985,0,sew tired study subjects history gonna so hard help
4986,1,OK daddy took dental tooth forgot table shine plastic chew i Sawyer
4987,1,in university hungry
4988,0,its seriously quiet lonely without bunny
4989,0,oh plaza you never time
4990,0,i hate cs so bad i cannot find layout everything i want
4991,0,class sick hungry
4992,0,ever piss i thought meant wan crap
4993,0,posts deleted so annoyed i cannot go forum work
4994,0,last Friday high school intense one test go economics ow man
4995,1,crap now cover whole purse looks like pattern
4996,0,got replacement phone text messages call history gone i sad
4997,0,nope not planning aunties come America having big family meal cannot xx
4998,1,not even better elapse tea yd nulls notes pertinacity Dita because Ada notification huh
4999,0,i kind miss first main male tauten shaman named ice water stuck maybe fetch one day
5000,0,right kick
5001,0,disgusted hate car miss little ford focus
5002,0,cannot tonight could kill pint though another day
5003,0,decaf cutting right
5004,0,mm really weird one showy
5005,0,guessing belt thing since i hear back sorry stop weekend talk bout ring etc
5006,1,awe tweeter miss today post little mes movie theater shah sew cools
5007,0,lots things Nico good news i job bad news its middle nowhere got phone twitter ctn play videos
5008,1,hell i know suffering
5009,0,weather making gloomy
5010,0,lamentableness patio chitterlings
5011,0,slow i want go home already
5012,0,sourish limbs preventing Friday happy long time even free
5013,1,okay songs catchy get stuck head
5014,0,worried something bad happened today know gonna happen next
5015,0,getting ready tonight teachers dinner beach raining hate
5016,0,st pub anyone tonight want lonely drunk tonight
5017,0,hurt upset trying smile feel broken inside
5018,1,back Manchester whats weather sweaty
5019,1,remember one shit fun got Aladdin too fun play
5020,0,the time friend today
5021,1,i know dude making jenny watch conversations on line much
5022,0,Hahn sadly current activity though room
5023,0,sick math
5024,0,French meant taught Asians
5025,1,good realistic i still like thinking
5026,1,finally left house gloomy outside
5027,1,loving sun today even thought i revising not good day though takes aft shit day bless kiss
5028,0,went get dog vets they've stitched ear charged us still bleeds like waterfall every time moves why
5029,0,just found i leave lovely flat and waiting hours plumber still job news not good day
5030,0,damn need replace mac book display sf work hardware almost half MB price
5031,0,um i think i miss jay lone
5032,1,holy crap time go gt sucked away life wasted whole week wish self control
5033,0,vie totally got job tell
5034,0,i see last night oh well but i have watch theaters must
5035,0,three hated words see Monday
5036,1,just try catch swarm gone roof gable end set bait hive hoping best moment
5037,0,extremely bored
5038,0,fucking cold
5039,1,apparently lung time seeing seem everywhere except la
5040,1,via found geochemical up probably find day
5041,0,miss dance friends
5042,0,Kayla i went go visit let us school
5043,0,the computer work hates call tech support again
5044,0,my hair dresser passed away yesterday breast cancer she greatest hair dresser ever
5045,0,getting ready go ilea all alone because one go
5046,0,so i got day because i hundreds things i woke kin migraine goes day bed
5047,1,awe happened
5048,0,i know write anymore my mind must tired past midnight already do tour Philippines
5049,1,rows bike race camp weekend total people going anywhere Sunday option race right past house face book
5050,0,i feel good
5051,0,yeah one thing hate tweet deck
5052,0,cat anxiously watching wild turkeys back yard i think eyes bunny rabbit
5053,1,thats actually adorable ooh miss dude
5054,1,changes el link sieve mat
5055,0,i sunshine
5056,0,just look fallacious desk good grief
5057,0,OK finished set you free sew mad rite cannot end like want bad guy
5058,0,i know sprain repetitive injury
5059,0,apparently falling apart front eyes
5060,1,i saw monster dog park
5061,0,workout stunk headphones
5062,0,i hate hiccups
5063,1,says tomorrow another day
5064,0,beautiful weather you sick baby Annapolis
5065,1,miss chatting
5066,0,this wired article mentioned are stats
5067,0,headache headache go away come another day
5068,0,wish deems could come true
5069,0,i run week going bed around night allergies it miserable
5070,0,too bad never made last ten years
5071,0,home Friday night good
5072,0,i know i miss
5073,0,tired bored watching movies home alone
5074,0,screw goon back bed ill go tomorrow sad
5075,0,hates putting new contacts
5076,1,thank much sending i seen yet so loving new phoenix bad coming Seattle
5077,0,asks anyone possibly get photo receiving diploma camera died right moment
5078,0,sighs ah well maybe second email clear get approved
5079,1,NT able follow anyone come it sucks
5080,0,huffy good day night life poor baby
5081,0,drunk duck misspelled Bunnie announcement page sad
5082,0,oh god cannot end dance sob
5083,0,has listening nine yr olds murdering Hannah Montanan Disney sing bring headache tablets
5084,1,oh man my mom got bag caramel candy things sew good going get fat
5085,0,forget tall think low key think spend lot time actually sometimes much
5086,1,OK appointment was i still waiting get hair done wish everyone know meaning time i early
5087,0,i cannot stop crying i cannot live like
5088,0,hate interviews going horrible today
5089,0,unfortunately tooth kind crown
5090,1,hallo Bayer hallo stay
5091,0,NT able follow anyone come it sucks
5092,0,Kevin cannot leave work
5093,0,head ache call time really early shows start pm recovered like photos already go
5094,1,follower thank still even close i
5095,0,miss music MTV
5096,0,sad lost another person close cancer
5097,0,ten hours ago i sleeping sorry
5098,1,officially start end summer oh summer school
5099,0,i blame price Fridays replacing free book Fridays they want greathearted anymore
5100,0,back sore done jump last night
5101,0,i hope something relatively minor easy heal i cannot stand fur babies get sick
5102,0,route DA beach no sun yet
5103,0,awe nobody likes album i posted million attempts boohoo
5104,0,opinion one gray hair one many i way many well
5105,0,i supported things i like i i interested mom always refused
5106,0,i really miss phone cannot wait till new one comes
5107,0,pix wont load twitter
5108,0,i sometimes fail
5109,0,scary usual
5110,0,stop main sad
5111,1,yeah get better though know
5112,0,English exam blah hate vocab
5113,1,packed leaving Canterbury office dab QA colleagues last time great bunch people i miss xx
5114,0,just got laid stupid economy
5115,0,bad hair day
5116,0,shout moms wain prematurely appreciate
5117,0,holy crap Shara taking beating unseeded qualifier OK back doubles
5118,0,the party moved next weekend stupid weather
5119,0,i supposed go filly well bailed last minute
5120,1,just read actually running ads economic slowdown great loin
5121,0,bad luck oh well next time lucky
5122,0,i probably get fired i though
5123,0,really good concepts conception i really love send something mine time
5124,0,killed everyone nothing SS
5125,0,so sorry hear mom really sucks
5126,0,disgusted car got stolen sometime yesterday evening morning husband due go work like afford
5127,0,inordinate humid well
5128,1,my degree tear happy moment
5129,1,have happy Friday weekend everyone gift nothing
5130,0,sad missing opportunity new video
5131,0,i think disorder stay AL night reason sleep AL day sunks
5132,1,sorry feeling good mama heading today calling
5133,0,leaving Nola today counting seconds i start crying love place much
5134,1,seeing friends coursework i weekend work i happy
5135,0,stupid red hair difficult upkeep manageable boo
5136,1,you tube loves hf videos well maybe
5137,0,ugh go back tonight
5138,0,cannot wait get hands new blackberry one dying
5139,0,searching apartments Kaohsiung will go seeing apartments next Tuesday found good one reasonable rent
5140,0,hey i cannot make makers tonight
5141,1,licking chocolate crumbs twirl wrapper like ammo smack
5142,1,filly sew fun trying come sea isle working a lot next two weeks tho a lot pole asked
5143,0,gr vie barely read
5144,0,so pointed able involved convoy lack phone
5145,0,today know my life is empty thats sad real
5146,0,keys cracking crap i kind miss old phone already
5147,1,shh cannot find anything i way much open
5148,0,gone plug help i said go maximum i still want stretch
5149,0,it hours since i dog put sleep rip old friend
5150,0,i mind sunshine walk where summer
5151,1,fun school wish could go Germany like hour away XOR
5152,0,sickening just shoot prayers family
5153,0,gosh bored early go sleep work quay
5154,0,twitter tweet tweet
5155,0,ugly gray outside even San Diego not cold get us
5156,1,weekend expecting way hot
5157,1,my eyes starting hurt getting super late but i gotta keep tweeting aha Philippines tour please tom
5158,0,finally got call marriage counseling days late
5159,0,nope Anthony wrecked car help get running
5160,0,cannot believe shit spend minutes snickers ice cream seems like one anymore
5161,1,morning i woke watch today show you rocked girl wish i could so close far away
5162,1,finally got km traffic jam probably able make time laps tonight
5163,0,smart cars worthless cars ever made makes sad many i see anymore
5164,0,true i put case break week worry ill find way make work
5165,0,will keep voting ask followers help only left competitions close
5166,1,hi ya leaving sat morning TX sad i guess gotta really find job anyone Atlanta needs great designer
5167,0,Mitchell trued add box live last night live show friends list full
5168,0,my throat killing
5169,1,boo week late long you town
5170,0,sad really know feeling wish could hug
5171,0,roasting probably death
5172,0,goos formally known ugliest dog died miss goos
5173,1,nice way end week
5174,1,yesterday i heard song taking base onto plane can someone help find i know anything else
5175,0,finally sunny days sick go outside play
5176,0,reg foot killing miss Matthew
5177,1,back home gonna miss every one
5178,0,gods sake even birthday yet need cool job like
5179,0,freaking tired like body refuses move
5180,0,hot i like
5181,0,too hot station packed train packed no windows open train roasted sardines
5182,0,disgusted worried math test
5183,1,i got film developed NASDAQ half gray and black box top half
5184,0,i wish weather would slightly less rainy i could use hot tub
5185,0,i fell i think knee broken i look fabulous
5186,1,thanks everyone unfortunately nothing done the sales speak convince diamond nothing
5187,0,died what letdown
5188,0,aha stop if going turn bitching section oh well parents came home
5189,1,my pod taken last breath truly devastated i lost public transportation companion
5190,0,meow week ago today road tripping
5191,0,oh Hun sorry everything last thing deserve unhappy home
5192,1,i know sub sew good
5193,1,praise advantages todays copy protection run fresh installed application since licensing system don let
5194,1,whistling work lame
5195,1,gift rest home dummy expensive
5196,0,ready cry going long day reminiscing
5197,0,may i ask bluegrass means sorry advance looking bit silly asking
5198,0,like see like must something make smile
5199,0,good but supposed storm later
5200,1,but drive or get taxi do pool table jukebox
5201,0,i want sushi today
5202,0,long sunbathing burnt
5203,0,fever past hours you see unshaven puffy face look pathetic
5204,0,probably expensive work most people weekends work
5205,0,okay go park play ball not best moods got stress relieve
5206,1,going because making break
5207,1,cannot believe woman talked getting different hairstyle real talk though clue hair
5208,0,had take bad ass dog pet hotel sad
5209,0,chilling sofa i hate vaccinations i feel sew ill
5210,0,lost game points
5211,0,got back exam surely gonna fail trying get tickets IL div someone want us
5212,1,i spent hours sitting sun picnic lunch ice cream win we BBQ today
5213,0,taking twitter break cell dying
5214,0,headache
5215,1,happy Friday just pulled yummy radishes garden hope strawberries turn still blooms
5216,0,because love make sad
5217,0,little boohoo sick
5218,1,wishing i could Nola weekend oh well Tuesday
5219,1,going go bed ear infection i completely dizzy yuck my stomach hurting loves
5220,1,want food
5221,1,thanks unfortunately Europe prob satellite provider even though TV looks great basically useless
5222,1,love Mandy Moore much also Angela
5223,1,roach room first time ever apartment today i hope i Patricia luck next
5224,0,new box got red rings death
5225,0,favorite shirt ruined hate bleach face book
5226,0,missed getting twilight jacket mod cloth man i wish i long monkey arms could gotten instead
5227,1,well gonna go shower gotta get dry movies couple hours byre Esther miss you Katherine
5228,1,has finally finished emulsifying bathroom now gloss work
5229,0,poor Stuart i wondering moving day today i expect welcome cake case neighbor heehaw
5230,0,taking sad whole new level
5231,0,yep sucks thought somewhere said
5232,0,suddenly i remember memories oh please
5233,1,i made six days row accident house pops took strange place give time
5234,1,if i followed not purpose something fishy going tweet deck let know i followed
5235,0,paid bills go mailbox find
5236,0,think pod sick want connect
5237,0,feeling nauseous
5238,0,interdisciplinary sorry wife also mooning lovely lady dare deserve
5239,1,i man how bout mm togs
5240,0,feeling well sick us feel like blah especially stomach another hours go workday far good
5241,0,no one wants sit lunch i guess bury head laptop continue
5242,0,when are you goon Europe
5243,0,i think book gone forever mourn forever shit
5244,1,oh great radio Disney crash latest web kit kid run hey wait
5245,0,oh snap just broke windshield replacing wiper blades
5246,0,phooey planned camping class reunion i hate camping single girl left graduating class
5247,0,failure
5248,0,i misses bed sleepy
5249,1,em baby starts kindergarten what crazy summer going
5250,0,Ly el starchily la ff look wallah thanks bard ham shy
5251,0,gr hate damn near forced go places especially sit bus entire day sit house Podunk VA
5252,0,sucks still hungry sucked food
5253,0,thought follow Friday gaining new friends losing
5254,0,earthling says modem dead they want buy new one sign one year contract arch
5255,0,sunniest week ages exams
5256,0,frustrated copying across sub old servers
5257,0,drag hell soundtrack Christopher young delayed June July sucks pretty bad
5258,1,actually really missing Fabian which pretty sad since talked like hours ago gosh time flies miss someone
5259,1,already feel like idiot phone makes worse Brandon says i say right stuff
5260,0,i think coffee work agreed tummy
5261,0,Ben fail got email free ice cream says click redeem coupon when i click i get error message
5262,0,listening ope th trying think missing show San Antonio failing
5263,0,really bored tonight though your book i think why xx
5264,0,almost fell asleep hair dryer tired feel like going puke
5265,0,i lost membership i got boosted club lonely
5266,0,officially done high school sad miss already movie later
5267,0,wow i realized limit button that sucks i guess two days max sign twitter
5268,0,need new running shoes feet completely torn
5269,0,unfortunately squatting
5270,0,i know already week behind ff will try get one done today called work early due problems busy day
5271,1,is ever going another production the last years NY i still seen
5272,1,what dreary day la where sunshine go
5273,1,take back cast one dropped last night
5274,0,oh i hope bad
5275,0,young love comes end
5276,0,well bored great half term go back school Monday sad enjoying hot weather happy
5277,0,work next door sucking
5278,1,tweeting steeple twins tomorrow i
5279,0,waiting go period get final omega sew gonna fail
5280,0,dang fold give follow Friday shot
5281,1,have cold one work
5282,0,anxious dance recital tomorrow up sad groove central missed coach mys lovely
5283,1,Dublin tomorrow cannot wait hope ye excited been year since last time
5284,0,sad face keeps crashing tunes
5285,0,this i drinking instead beer airport beer at least carbonated
5286,1,even know Lena going clothes show
5287,1,follower in honor web buddies moved
5288,0,look like crap right fucking moody shooting star
5289,0,oh sucks sorry
5290,0,i need get together Ricky gets home he going pleased breaking damn bathroom
5291,1,oh dead muffins sad
5292,0,my tweet deck languishing pi hell again
5293,0,i wondering have great weekend
5294,1,back Lancaster bored already cannot wait start work missing gel
5295,0,could tell gonna angry day
5296,0,NW Macedonia few rainy days row
5297,0,hey mar miss also yeah gotta find stupid stupid school
5298,0,i bird living so i find ways kill damn things beside exterminator Vegas sucks
5299,0,i hate sweetie bad day
5300,0,parents take cake tho grocery shop go eat time
5301,0,said fucked nose
5302,1,yeah face tine went palisades see star trek cannot remember said car
5303,0,follow Friday little later busy taking job
5304,0,so sorry typing wrongly usually typed something wont read press enter button
5305,0,is competition around corner take slow least week twisted ankle back kc awfully painful
5306,0,getting another one Alfie
5307,0,welcome twitter world Andrew tell David twitter aha kidding know want one boo
5308,0,really feeling today sew much work i soar throat gosh
5309,0,my teeth eye hurt someone make feel better
5310,0,i think unfair i miss sun places work closed writing essays allowed sunny
5311,0,headache
5312,0,Chauncey giving last sac speech
5313,1,goodnight lover attend extra classes school tomorrow ugh
5314,0,last day going miss
5315,0,you guys sew unfair
5316,1,know mark still one favorite boys ever so nice adorable
5317,1,far downtown minutes veggie burgers
5318,0,i talked since last day school right
5319,0,evermore end fashion rocks my poor foot though wow injured foot good sore tomorrow details follow later
5320,1,hey wanted confirm still meeting frivolity i stay hour bit ad lounge
5321,0,awe try rest an Lang myna
5322,1,hangover today
5323,1,i go sexiness party though
5324,0,ugh studying finals wish could go prom
5325,0,waylay hungry oh work email blah
5326,0,totally missed chartroom lame
5327,0,oh god moth living fucking power outlet actually power squid
5328,0,sometimes i forget boys feelings
5329,0,its fun afternoon trying though though feeling bit sick
5330,0,i hate computer much
5331,0,i also think talking okay i need get bed i miss brothers
5332,0,sinus headaches suck big time
5333,1,i think boat sailed friend the months ago i wish luck though
5334,1,sew funny thanks today Lebanon harassed
5335,0,oh snap just broke windshield replacing wiper blades
5336,1,i know i love Nicholas Braun i think make okay Cameron i see either
5337,0,damn broke day guitar hero metallics comes boo
5338,0,come straighten hair sprinkle
5339,0,much amazing day pervert ruined
5340,0,am stopped tweeting functioning i cry aha Philippines tour please love ya
5341,0,ate chocolate
5342,0,moving back home today professional obnoxiously closer con mils runs excursions least year
5343,0,dang even remember birthday today
5344,0,i think i sisters refuse get ticket next week
5345,0,i cannot eat hot pocket anymore without thinking Jim Finnegan
5346,1,sucks drawing tablet
5347,0,vie trying get years hard move your love sucks
5348,1,want see badly
5349,0,how would get thousand battlegrounds battleground i mean even know could reach number make trending pct
5350,1,new Elizabethan crush happy
5351,1,alright babes boo gonna leave again
5352,1,i know it worth shot though
5353,1,heading Beaumont
5354,0,truly sad my cheap little camcorder shot craps
5355,0,i hate ram use host virtual machine sucks much
5356,0,why hiding behind clouds rm sun
5357,0,radio kiss going sports next month radio dead grand rapids
5358,1,slept almost hours straight still tired better getting sick
5359,0,sigh guess gonna meet today
5360,0,god school is going to suck ass next year
5361,1,guy called kid earlier today hurts
5362,0,pm OK go bowman strategic clock first break Aarhus tired
5363,0,did argue Byron said fat
5364,0,disgusted i know economy depressing
5365,1,hey hutting tiring travel tom Friday
5366,0,wish i Chicago
5367,0,huh crying did you forget
5368,0,so i slept hrs my body aching
5369,0,i get go coffee fun i hate
5370,1,awe lavishly happy i come got stunning wee tan happy
5371,1,i tried TD battled processor Ambur really good unintuitive
5372,0,doffs could happen wash sad break
5373,0,thinks girlfriend needs douche bag right mood feel neglected
5374,0,even fat huh freaking huge i freak
5375,1,anybody seen where twister
5376,0,spent last two weeks attempting grow beard scratch fears may look bit rubbish
5377,0,left inn school dang straight dead Hannah
5378,0,re home exactly i meant home happy also computer uh i broke
5379,0,blah car repairs almost dollars shopping around better deal
5380,0,sac offer fundamentals math teachers summer one boo i miss sac
5381,0,darn it see happens i avoid the inter webs work
5382,1,i wish you were going too still coming Nicole reprove cannot wait reprove
5383,0,apartment emptying day sad last week
5384,0,groom prob busy slay properly hopefully stay ahead task week
5385,0,just got home bank teller definitely hitting not interested
5386,0,feet cold hate feet get cold
5387,1,pretty good i think i overdid gym yesterday working
5388,1,what day disservice completed aching clearing trees around beautiful lake splitting headache tho
5389,1,whoops i got sunburn
5390,0,awe sorry kind fish
5391,0,Ian i going matinée tomorrow plan least going expensive night
5392,1,another song makes cry cry day night long
5393,0,my dog suffering abandonment issues she thinks moving without
5394,0,tum unhappy morning definitely hangover either call sick work except Heidi needs ride home
5395,0,why guys stupid they idea good girl actually cares sad
